best_features,score
"['jointAngle_jLeftKnee', 'jointAngle_jRightHip']",0.789171869249873
"['CoMVelocityNorm', 'jointAngle_jRightShoulder']",0.7880200991766895
"['jointAngle_jLeftShoulder', 'velocity1_LeftFoot']",0.7867707835373983
"['CoMVelocity_z', 'jointAngle_jLeftHip']",0.786448122783225
"['jointAngle_jRightHip', 'velocity1_RightHand']",0.7863535726638499
"['jointAngle_jLeftKnee', 'jointAngle_jRightHip']",0.7863098705214021
"['jointAngle_jLeftHip', 'velocity1_LeftFoot']",0.7857732651444533
"['jointAngle_jLeftHip', 'jointAngle_jRightElbow']",0.7857333633893397
"['distCoM_RightHand', 'jointAngle_jLeftShoulder']",0.7844814322065974
"['jointAngle_jLeftElbow', 'jointAngle_jRightHip']",0.784378368174635
"['distCoM_LeftHand', 'jointAngle_jRightKnee']",0.7827415849159604
"['jointAngle_jRightHip', 'velocity1_LeftHand']",0.7826324105307148
"['distCoM_LeftHand', 'jointAngle_jRightKnee']",0.7820466695772557
"['distCoM_RightHand', 'jointAngle_jRightKnee']",0.7819874856259618
"['distCoM_LeftHand', 'jointAngle_jRightHip']",0.7812578355141836
"['jointAngle_jRightShoulder', 'velocity1_Pelvis']",0.7799538725406411
"['distCoM_LeftHand', 'jointAngle_jLeftShoulder']",0.7782625664238728
"['jointAngle_jLeftElbow', 'jointAngle_jLeftKnee']",0.7779106132091927
"['CoMVelocity_z', 'jointAngle_jLeftShoulder']",0.7777807515100215
"['jointAngle_jLeftElbow', 'jointAngle_jLeftKnee']",0.7774146102494957
"['distCoM_RightHand', 'jointAngle_jLeftShoulder']",0.7756853345059943
"['jointAngle_jLeftHip', 'velocity1_RightFoot']",0.7753385388262074
"['jointAngle_jLeftKnee', 'jointAngle_jRightElbow']",0.7748531067460444
"['jointAngle_jLeftElbow', 'jointAngle_jLeftShoulder']",0.7747152131520131
"['jointAngle_jLeftElbow', 'jointAngle_jRightHip']",0.7741166356797704
"['distCoM_RightHand', 'jointAngle_jRightKnee']",0.7738252136540608
"['jointAngle_jRightElbow', 'jointAngle_jRightHip']",0.7734766465655271
"['jointAngle_jLeftElbow', 'jointAngle_jRightShoulder']",0.7724653603191409
"['distCoM_LeftHand', 'jointAngle_jLeftShoulder']",0.7719386499348615
"['jointAngle_jLeftElbow', 'jointAngle_jRightShoulder']",0.7709379358439872
"['jointAngle_jLeftKnee', 'jointAngle_jRightKnee']",0.7677233540682514
"['jointAngle_jLeftElbow', 'jointAngle_jLeftShoulder']",0.767656228146078
"['jointAngle_jL5S1', 'jointAngle_jLeftKnee']",0.7669790910447079
"['jointAngle_jRightElbow', 'jointAngle_jRightShoulder']",0.7664872557913796
"['jointAngle_jLeftShoulder', 'velocity1_RightFoot']",0.7653163132569588
"['jointAngle_jRightHip', 'velocity1_LeftFoot']",0.7651637711338679
"['distCoM_Pelvis', 'jointAngle_jLeftKnee']",0.7649884449899091
"['jointAngle_jRightShoulder', 'velocity1_LeftFoot']",0.7575581797389767
"['distCoM_LeftFoot', 'distCoM_LeftHand']",0.757547045168689
"['distCoM_Pelvis', 'jointAngle_jLeftShoulder']",0.7566753020318607
"['CoMVelocity_z', 'jointAngle_jRightShoulder']",0.7552675858346637
"['jointAngle_jRightElbow', 'jointAngle_jRightKnee']",0.7538698398246867
"['jointAngle_jRightShoulder', 'velocity1_RightHand']",0.7515421692834439
"['jointAngle_jLeftShoulder', 'jointAngle_jRightElbow']",0.7511808324551571
"['distCoM_LeftHand', 'distCoM_RightFoot']",0.7500322785703007
"['distCoM_RightFoot', 'distCoM_RightHand']",0.7497382035071268
"['distCoM_LeftFoot', 'distCoM_RightHand']",0.7486362198489701
"['distCoM_RightFoot', 'jointAngle_jRightHip']",0.7485754851013785
['jointAngle_jLeftHip'],0.7457172098289181
"['jointAngle_jLeftKnee', 'jointAngle_jRightKnee']",0.7454145863033145
"['jointAngle_jLeftShoulder', 'jointAngle_jRightShoulder']",0.7427000960886176
['jointAngle_jRightHip'],0.7403096241357351
"['jointAngle_jL5S1', 'jointAngle_jLeftElbow']",0.7387907085914663
"['jointAngle_jLeftElbow', 'jointAngle_jRightKnee']",0.7385170539396931
"['distCoM_Pelvis', 'jointAngle_jRightKnee']",0.7381417397239424
"['distCoM_Pelvis', 'jointAngle_jRightShoulder']",0.7374908242025613
"['jointAngle_jRightHip', 'velocity1_RightFoot']",0.7354141152846354
"['distCoM_LeftFoot', 'jointAngle_jRightHip']",0.7349126983751262
"['jointAngle_jLeftShoulder', 'jointAngle_jRightShoulder']",0.7347978940396158
"['jointAngle_jL5S1', 'jointAngle_jRightHip']",0.7292895607835562
"['jointAngle_jLeftElbow', 'jointAngle_jRightKnee']",0.727424191399322
"['distCoM_LeftFoot', 'jointAngle_jLeftKnee']",0.7257634654326776
"['jointAngle_jRightShoulder', 'velocity1_RightFoot']",0.7253828139470698
"['distCoM_RightFoot', 'jointAngle_jLeftKnee']",0.7243969459118511
"['distCoM_LeftFoot', 'jointAngle_jLeftElbow']",0.7188437899573775
"['CoMVelocity_z', 'jointAngle_jRightHip']",0.7148197731709902
"['jointAngle_jRightKnee', 'velocity1_Pelvis']",0.7110406307598927
"['distCoM_RightFoot', 'jointAngle_jLeftElbow']",0.7107037788965861
"['jointAngle_jL5S1', 'jointAngle_jRightKnee']",0.7104851824992956
"['distCoM_LeftHand', 'distCoM_Pelvis']",0.7103372518215825
"['CoMVelocityNorm', 'distCoM_RightHand']",0.7075978622290491
['jointAngle_jRightShoulder'],0.7047194895863957
"['CoMVelocityNorm', 'distCoM_LeftHand']",0.7044405002211385
"['CoMVelocity_z', 'jointAngle_jLeftKnee']",0.7039969145219027
"['distCoM_LeftHand', 'velocity1_LeftHand']",0.7038498219946501
"['distCoM_LeftHand', 'velocity1_Pelvis']",0.7027194960181807
['jointAngle_jLeftShoulder'],0.7026335422254415
"['CoMVelocityNorm', 'jointAngle_jLeftKnee']",0.6997674158853888
"['distCoM_Pelvis', 'jointAngle_jLeftElbow']",0.6997049644604255
"['jointAngle_jLeftKnee', 'velocity1_RightHand']",0.6981804470523031
"['distCoM_LeftHand', 'velocity1_LeftFoot']",0.6978623074547735
"['CoMVelocityNorm', 'jointAngle_jRightKnee']",0.6957705080545908
"['jointAngle_jRightKnee', 'velocity1_RightHand']",0.69459781354891
"['jointAngle_jLeftKnee', 'velocity1_Pelvis']",0.6905455837697358
"['distCoM_Pelvis', 'distCoM_RightHand']",0.6883482402858301
"['distCoM_LeftHand', 'jointAngle_jL5S1']",0.6876323863431152
"['distCoM_RightHand', 'velocity1_Pelvis']",0.6829819949438121
"['distCoM_LeftHand', 'jointAngle_jLeftElbow']",0.6794981372207449
"['distCoM_LeftHand', 'velocity1_RightHand']",0.6783530774140138
"['CoMVelocityNorm', 'jointAngle_jLeftElbow']",0.6761090978432458
"['jointAngle_jLeftKnee', 'velocity1_LeftHand']",0.675809853851478
"['distCoM_RightHand', 'jointAngle_jLeftElbow']",0.6756500681952293
"['distCoM_LeftFoot', 'jointAngle_jRightKnee']",0.6730470462777903
"['CoMVelocity_z', 'distCoM_LeftHand']",0.6701827345164121
"['jointAngle_jRightKnee', 'velocity1_LeftHand']",0.6680100799352353
"['distCoM_RightHand', 'velocity1_LeftHand']",0.6645566864383843
"['jointAngle_jLeftKnee', 'velocity1_LeftFoot']",0.6621006700129787
"['distCoM_LeftHand', 'velocity1_RightFoot']",0.6602813463451647
"['distCoM_RightHand', 'jointAngle_jL5S1']",0.6581266755774033
"['distCoM_RightHand', 'velocity1_RightHand']",0.6573511087853189
"['jointAngle_jLeftKnee', 'velocity1_RightFoot']",0.6568410108905612
"['distCoM_LeftHand', 'distCoM_RightHand']",0.6558470882967111
"['distCoM_LeftHand', 'jointAngle_jLeftElbow']",0.6550515109021967
"['distCoM_RightHand', 'jointAngle_jLeftElbow']",0.6546414146623986
"['jointAngle_jRightKnee', 'velocity1_LeftFoot']",0.6539307647085004
"['distCoM_LeftHand', 'jointAngle_jRightElbow']",0.6538515834208388
"['distCoM_RightHand', 'jointAngle_jRightElbow']",0.6483798414663952
"['distCoM_RightHand', 'velocity1_LeftFoot']",0.6444553416510419
"['CoMVelocity_z', 'distCoM_RightHand']",0.6413369167172072
"['jointAngle_jLeftElbow', 'velocity1_LeftFoot']",0.6380833396291761
['jointAngle_jLeftKnee'],0.6378286993672696
"['distCoM_RightFoot', 'jointAngle_jRightKnee']",0.6363762813224572
"['jointAngle_jLeftElbow', 'velocity1_RightFoot']",0.6344822645428436
"['CoMVelocity_z', 'jointAngle_jRightKnee']",0.6344725127004094
"['distCoM_LeftHand', 'distCoM_RightHand']",0.6319430657888476
"['jointAngle_jLeftElbow', 'velocity1_LeftHand']",0.6294138186095033
"['jointAngle_jRightKnee', 'velocity1_RightFoot']",0.6238560000810265
"['jointAngle_jLeftElbow', 'velocity1_Pelvis']",0.6237369180531702
"['distCoM_RightHand', 'velocity1_RightFoot']",0.6231000405544316
"['jointAngle_jLeftElbow', 'velocity1_RightHand']",0.6188766250830477
['jointAngle_jRightKnee'],0.6151550989748084
"['jointAngle_jLeftElbow', 'jointAngle_jRightElbow']",0.6083389971259455
['distCoM_LeftHand'],0.5855597862727683
"['CoMVelocity_z', 'jointAngle_jLeftElbow']",0.5851388398437734
['jointAngle_jLeftElbow'],0.5448904280687864
['distCoM_RightHand'],0.5397596098306318
['jointAngle_jRightElbow'],0.533627895712949
['jointAngle_jL5S1'],0.47000984941133606
['velocity1_LeftHand'],0.41920819932220627
['distCoM_Pelvis'],0.40455379200776526
['CoMVelocityNorm'],0.386124671824607
['velocity1_RightHand'],0.38078131168549056
['distCoM_LeftFoot'],0.372866534114148
['distCoM_RightFoot'],0.3685671133791483
['velocity1_Pelvis'],0.3442213834758779
['CoMVelocity_z'],0.3256527147453253
['velocity1_RightFoot'],0.3075238240441935
['velocity1_LeftFoot'],0.30105274499969414
